UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Timestamp,Shift,Downtime_min,Quantity_Produced,Ideal_Production_per_Hour
2693,L49872,L,300.1,309.7,1641,30.4,1.0284633263137675,0,0,0,0,0,0,2025-05-17 01:00:00,3,0,51,50
2694,M17553,M,300.1,309.6,1622,36.1,2.9114445402615265,0,0,0,0,0,0,2025-05-17 03:00:00,3,0,53,50
2695,M17554,M,300.1,309.6,1625,38.0,4.211869937225343,0,0,0,0,0,0,2025-05-17 04:00:00,3,0,48,50
2696,L49875,L,300.0,309.5,1869,22.7,5.9564134638509385,0,0,0,0,0,0,2025-05-17 05:00:00,3,0,45,50
2697,L49876,L,300.0,309.6,1452,46.0,7.225277787737256,0,0,0,0,0,0,2025-05-17 06:00:00,1,0,53,50
2698,L49877,L,300.0,309.6,1618,28.7,8.654630124905246,0,0,0,0,0,0,2025-05-17 07:00:00,1,0,47,50
2699,L49878,L,300.0,309.4,2010,20.0,9.989653203927876,0,0,0,0,0,0,2025-05-17 08:00:00,1,0,47,50
2700,L49879,L,299.9,309.4,1363,60.9,11.234095892178836,0,0,0,0,0,0,2025-05-17 09:00:00,1,0,54,50
2701,L49880,L,299.9,309.3,1473,40.4,11.848086151652584,0,0,0,0,0,0,2025-05-17 10:00:00,1,0,45,50
2702,L49881,L,299.9,309.2,1333,50.8,13.766748227165277,0,0,0,0,0,0,2025-05-17 11:00:00,1,0,54,50
2703,L49882,L,299.8,309.2,1760,25.9,14.618046816847412,0,0,0,0,0,0,2025-05-17 12:00:00,1,0,48,50
2704,M17563,M,299.8,309.2,1372,58.2,15.703175875017733,0,0,0,0,0,0,2025-05-17 13:00:00,1,0,52,50
2705,M17564,M,299.7,309.2,1608,34.4,16.762986928675424,0,0,0,0,0,0,2025-05-17 14:00:00,2,0,55,50
2706,L49885,L,299.7,309.2,1326,64.8,17.546603409342946,0,0,0,0,0,0,2025-05-17 15:00:00,2,0,46,50
2707,M17566,M,299.6,309.1,1560,37.1,18.825347968704758,0,0,0,0,0,0,2025-05-17 16:00:00,2,0,54,50
2708,M17567,M,299.6,309.0,1539,36.1,19.772854584086005,0,0,0,0,0,0,2025-05-17 17:00:00,2,0,52,50
2709,L49888,L,299.6,309.1,2266,15.3,21.063820927549596,0,0,0,0,0,0,2025-05-17 18:00:00,2,0,47,50
2710,L49889,L,299.6,309.1,1641,35.8,22.588972658130473,0,0,0,0,0,0,2025-05-17 19:00:00,2,0,50,50
2711,L49890,L,299.6,309.1,1574,39.2,23.35115273069821,0,0,0,0,0,0,2025-05-17 20:00:00,2,0,51,50
2712,L49891,L,299.6,309.1,1407,50.6,24.72080241684962,0,0,0,0,0,0,2025-05-17 21:00:00,2,0,45,50
2713,H32126,H,299.7,309.2,1302,55.5,0.0,1,0,0,0,0,0,2025-05-17 22:00:00,3,60,5,50
2714,M17573,M,299.6,309.2,1651,30.8,1.1357122777603612,0,0,0,0,0,0,2025-05-17 23:00:00,3,0,49,50
2715,M17574,M,299.6,309.1,1366,55.2,1.728124255699065,0,0,0,0,0,0,2025-05-19 00:00:00,3,0,55,50
2716,M17575,M,299.5,309.0,1701,28.6,2.255695740361928,0,0,0,0,0,0,2025-05-19 01:00:00,3,0,53,50
2717,L49896,L,299.5,309.0,1498,44.6,2.8540968877794723,0,0,0,0,0,0,2025-05-19 03:00:00,3,0,51,50
2718,M17577,M,299.5,309.1,1422,45.3,4.057656957778416,0,0,0,0,0,0,2025-05-19 04:00:00,3,0,55,50
2719,L49898,L,299.5,309.1,1357,47.3,4.882878371672079,0,0,0,0,0,0,2025-05-19 05:00:00,3,0,54,50
2720,L49899,L,299.5,309.2,1690,29.2,5.881979602647862,0,0,0,0,0,0,2025-05-19 06:00:00,1,0,51,50
2721,L49900,L,299.6,309.2,1559,39.1,7.018257186266826,0,0,0,0,0,0,2025-05-19 07:00:00,1,0,45,50
2722,M17581,M,299.6,309.3,1553,32.4,8.755959499758955,0,0,0,0,0,0,2025-05-19 08:00:00,1,0,46,50
2723,L49902,L,299.6,309.3,1558,34.8,10.551891732773221,0,0,0,0,0,0,2025-05-19 09:00:00,1,0,45,50
2724,L49903,L,299.7,309.4,1362,51.9,11.180757315077452,0,0,0,0,0,0,2025-05-19 10:00:00,1,0,52,50
2725,M17584,M,299.8,309.3,1470,42.7,12.346541301788307,0,0,0,0,0,0,2025-05-19 11:00:00,1,0,49,50
2726,L49905,L,299.8,309.4,1555,34.8,13.069266076296234,0,0,0,0,0,0,2025-05-19 12:00:00,1,0,45,50
2727,M17586,M,299.8,309.4,1423,42.9,14.67060777807536,0,0,0,0,0,0,2025-05-19 13:00:00,1,0,54,50
2728,L49907,L,299.7,309.3,1434,38.5,16.169284380278665,0,0,0,0,0,0,2025-05-19 14:00:00,2,0,47,50
2729,L49908,L,299.7,309.3,1779,25.5,16.944392403193273,0,0,0,0,0,0,2025-05-19 15:00:00,2,0,55,50
2730,L49909,L,299.7,309.3,1417,54.6,17.478963035803183,0,0,0,0,0,0,2025-05-19 16:00:00,2,0,49,50
2731,L49910,L,299.6,309.2,1425,45.9,0.0,1,0,0,0,0,0,2025-05-19 17:00:00,2,60,3,50
2732,M17591,M,299.7,309.2,1597,32.9,0.6911121075431435,0,0,0,0,0,0,2025-05-19 18:00:00,2,0,48,50
2733,L49912,L,299.7,309.2,1346,57.4,1.867171194918722,0,0,0,0,0,0,2025-05-19 19:00:00,2,0,45,50
2734,L49913,L,299.7,309.2,1422,40.4,2.876662125640886,0,0,0,0,0,0,2025-05-19 20:00:00,2,0,49,50
2735,H32148,H,299.7,309.2,1572,32.8,4.5175719977259785,0,0,0,0,0,0,2025-05-19 21:00:00,2,0,49,50
2736,L49915,L,299.7,309.2,1412,45.4,5.191982518165299,0,0,0,0,0,0,2025-05-19 22:00:00,3,0,53,50
2737,M17596,M,299.7,309.1,1576,36.4,6.379957365286913,0,0,0,0,0,0,2025-05-19 23:00:00,3,0,55,50
2738,M17597,M,299.7,309.1,1508,41.2,8.186957753797337,0,0,0,0,0,0,2025-05-20 00:00:00,3,0,47,50
2739,M17598,M,299.8,309.1,1496,44.4,9.294016565291091,0,0,0,0,0,0,2025-05-20 01:00:00,3,0,47,50
2740,L49919,L,299.8,309.2,1572,35.4,11.28846177165893,0,0,0,0,0,0,2025-05-20 03:00:00,3,0,45,50
2741,L49920,L,299.6,309.0,1525,42.8,13.159183555596346,0,0,0,0,0,0,2025-05-20 04:00:00,3,0,45,50
2742,L49921,L,299.6,309.0,1378,51.9,14.234485324247311,0,0,0,0,0,0,2025-05-20 05:00:00,3,0,51,50
2743,L49922,L,299.6,309.1,1369,51.4,15.98399464704894,0,0,0,0,0,0,2025-05-20 06:00:00,1,0,45,50
2744,L49923,L,299.6,309.1,1476,45.3,0.0,1,0,0,0,0,0,2025-05-20 07:00:00,1,60,7,50
2745,L49924,L,299.7,309.2,1620,30.0,0.530068999298847,0,0,0,0,0,0,2025-05-20 08:00:00,1,0,45,50
2746,M17605,M,299.7,309.1,1603,38.5,1.7758199203753755,0,0,0,0,0,0,2025-05-20 09:00:00,1,0,54,50
2747,L49926,L,299.7,309.2,1411,46.1,0.0,1,0,0,0,0,0,2025-05-20 10:00:00,1,60,2,50
2748,L49927,L,299.7,309.2,1616,31.6,1.0144497795501173,0,0,0,0,0,0,2025-05-20 11:00:00,1,0,47,50
2749,L49928,L,299.7,309.2,1631,35.1,2.2589339364766854,0,0,0,0,0,0,2025-05-20 12:00:00,1,0,45,50
2750,M17609,M,299.7,309.2,1685,28.9,4.075503377522095,0,0,0,0,0,0,2025-05-20 13:00:00,1,0,52,50
2751,H32164,H,299.7,309.2,1456,40.6,5.474419654257483,0,0,0,0,0,0,2025-05-20 14:00:00,2,0,52,50
2752,L49931,L,299.7,309.1,1417,50.1,7.262533249027444,0,0,0,0,0,0,2025-05-20 15:00:00,2,0,51,50
2753,M17612,M,299.7,309.1,1851,24.7,8.616756831232331,0,0,0,0,0,0,2025-05-20 16:00:00,2,0,52,50
2754,L49933,L,299.7,309.1,1715,27.8,10.02213551271964,0,0,0,0,0,0,2025-05-20 17:00:00,2,0,45,50
2755,H32168,H,299.6,309.1,1630,32.3,10.841410641777175,0,0,0,0,0,0,2025-05-20 18:00:00,2,0,48,50
2756,L49935,L,299.7,309.2,1478,38.8,12.100936471698393,0,0,0,0,0,0,2025-05-20 19:00:00,2,0,53,50
2757,L49936,L,299.7,309.2,1781,29.6,12.79561092028231,0,0,0,0,0,0,2025-05-20 20:00:00,2,0,54,50
2758,L49937,L,299.8,309.2,1439,36.1,14.317801093420218,0,0,0,0,0,0,2025-05-20 21:00:00,2,0,54,50
2759,M17618,M,299.7,309.2,1412,45.3,15.660018009025233,0,0,0,0,0,0,2025-05-20 22:00:00,3,0,49,50
2760,L49939,L,299.7,309.1,1483,41.1,16.900791802587385,0,0,0,0,0,0,2025-05-20 23:00:00,3,0,54,50
2761,L49940,L,299.8,309.2,1400,42.6,18.314993447637317,0,0,0,0,0,0,2025-05-21 00:00:00,3,0,48,50
2762,L49941,L,299.8,309.3,1299,65.1,19.63889618765998,0,0,0,0,1,0,2025-05-21 01:00:00,3,0,53,50
2763,L49942,L,299.8,309.2,1479,44.4,20.22346896843983,0,0,0,0,0,0,2025-05-21 03:00:00,3,0,53,50
2764,L49943,L,299.8,309.2,1491,47.5,21.71015213849411,0,0,0,0,0,0,2025-05-21 04:00:00,3,0,46,50
2765,M17624,M,299.9,309.3,1389,52.8,22.742420723640098,0,0,0,0,0,0,2025-05-21 05:00:00,3,0,45,50
2766,M17625,M,299.9,309.4,1399,54.8,23.65348310819651,0,0,0,0,0,0,2025-05-21 06:00:00,1,0,46,50
2767,M17626,M,299.9,309.4,1889,26.0,24.542656864798627,0,0,0,0,0,0,2025-05-21 07:00:00,1,0,47,50
2768,L49947,L,300.0,309.5,1925,21.9,26.296560099823388,0,0,0,0,0,0,2025-05-21 08:00:00,1,0,45,50
2769,L49948,L,300.0,309.5,1675,30.2,28.05722422564242,0,0,0,0,0,0,2025-05-21 09:00:00,1,0,51,50
2770,M17629,M,300.0,309.6,1477,38.1,28.850843269964667,0,0,0,0,0,0,2025-05-21 10:00:00,1,0,49,50
2771,L49950,L,300.0,309.6,1364,45.9,29.941366098950585,0,0,0,0,0,0,2025-05-21 11:00:00,1,0,46,50
2772,L49951,L,299.9,309.5,1451,39.4,31.599040507553106,0,0,0,0,0,0,2025-05-21 12:00:00,1,0,53,50
2773,L49952,L,299.9,309.4,1467,41.2,0.0,1,0,0,0,0,0,2025-05-21 13:00:00,1,60,3,50
2774,L49953,L,299.9,309.4,1858,22.5,0.8576407684302254,0,0,0,0,0,0,2025-05-21 14:00:00,2,0,48,50
2775,L49954,L,300.1,309.4,1559,39.7,2.4135457689819986,0,0,0,0,0,0,2025-05-21 15:00:00,2,0,54,50
2776,L49955,L,300.1,309.4,1560,47.7,3.6644171031544466,0,0,0,0,0,0,2025-05-21 16:00:00,2,0,45,50
2777,L49956,L,300.1,309.4,1453,47.6,5.110300149117261,0,0,0,0,0,0,2025-05-21 17:00:00,2,0,45,50
2778,L49957,L,300.1,309.4,1464,41.7,6.424163327920631,0,0,0,0,0,0,2025-05-21 18:00:00,2,0,54,50
2779,L49958,L,300.0,309.4,1308,50.2,8.15646669475516,0,0,0,0,0,0,2025-05-21 19:00:00,2,0,49,50
2780,L49959,L,300.1,309.5,1353,50.9,8.82654733808402,0,0,0,0,0,0,2025-05-21 20:00:00,2,0,51,50
2781,M17640,M,300.2,309.6,1556,35.8,9.915428963625686,0,0,0,0,0,0,2025-05-21 21:00:00,2,0,52,50
2782,L49961,L,300.2,309.5,2183,17.8,10.498163849528364,0,0,0,0,0,0,2025-05-21 22:00:00,3,0,50,50
2783,M17642,M,300.2,309.6,1491,41.8,11.139253579871248,0,0,0,0,0,0,2025-05-21 23:00:00,3,0,52,50
2784,M17643,M,300.2,309.6,1528,35.1,11.86140477781194,0,0,0,0,0,0,2025-05-22 00:00:00,3,0,48,50
2785,L49964,L,300.2,309.6,1430,52.7,13.232600022592154,0,0,0,0,0,0,2025-05-22 01:00:00,3,0,55,50
2786,L49965,L,300.2,309.5,1495,32.6,14.79084500049409,0,0,0,0,0,0,2025-05-22 03:00:00,3,0,49,50
2787,M17646,M,300.2,309.5,1630,28.3,16.3709974823028,0,0,0,0,0,0,2025-05-22 04:00:00,3,0,55,50
2788,M17647,M,300.3,309.6,1524,38.4,17.67282929943686,0,0,0,0,0,0,2025-05-22 05:00:00,3,0,52,50
2789,L49968,L,300.3,309.6,1326,52.4,18.505952581750343,0,0,0,0,0,0,2025-05-22 06:00:00,1,0,45,50
2790,H32203,H,300.3,309.5,1438,44.0,19.11721687514181,0,0,0,0,0,0,2025-05-22 07:00:00,1,0,51,50
2791,L49970,L,300.4,309.6,1356,45.9,19.688975093902368,0,0,0,0,0,0,2025-05-22 08:00:00,1,0,45,50
2792,H32205,H,300.4,309.6,1416,43.3,20.365310967583774,0,0,0,0,0,0,2025-05-22 09:00:00,1,0,52,50
2793,L49972,L,300.4,309.7,1584,32.6,20.882980782013735,0,0,0,0,0,0,2025-05-22 10:00:00,1,0,49,50
2794,L49973,L,300.3,309.6,1597,31.8,21.839843831446586,0,0,0,0,0,0,2025-05-22 11:00:00,1,0,46,50
2795,L49974,L,300.4,309.6,1553,43.9,23.210186629745298,0,0,0,0,0,0,2025-05-22 12:00:00,1,0,46,50
2796,M17655,M,300.3,309.5,1405,49.4,24.971135596973987,0,0,0,0,0,0,2025-05-22 13:00:00,1,0,50,50
2797,L49976,L,300.2,309.5,1539,35.3,26.679755935241168,0,0,0,0,0,0,2025-05-22 14:00:00,2,0,49,50
2798,M17657,M,300.3,309.6,1398,53.7,27.448017538002865,0,0,0,0,0,0,2025-05-22 15:00:00,2,0,50,50
2799,L49978,L,300.3,309.6,1568,39.6,0.0,1,0,0,0,0,0,2025-05-22 16:00:00,2,60,4,50
2800,L49979,L,300.3,309.6,1404,44.6,0.9808042502097434,0,0,0,0,0,0,2025-05-22 17:00:00,2,0,55,50
2801,M17660,M,300.2,309.5,1500,45.7,2.1378547352562136,0,0,0,0,0,0,2025-05-22 18:00:00,2,0,49,50
2802,M17661,M,300.2,309.5,1642,28.8,2.776258242100358,0,0,0,0,0,0,2025-05-22 19:00:00,2,0,45,50
2803,M17662,M,300.3,309.6,1509,46.6,4.0464099877890884,0,0,0,0,0,0,2025-05-22 20:00:00,2,0,53,50
2804,L49983,L,300.2,309.5,1343,50.2,5.2070618437731575,0,0,0,0,0,0,2025-05-22 21:00:00,2,0,51,50
2805,L49984,L,300.1,309.5,1450,40.1,6.5723867562385765,0,0,0,0,0,0,2025-05-22 22:00:00,3,0,52,50
2806,L49985,L,300.0,309.4,1460,43.5,7.560758455017094,0,0,0,0,0,0,2025-05-22 23:00:00,3,0,47,50
2807,L49986,L,300.0,309.3,1364,41.2,8.126528733762038,0,0,0,0,0,0,2025-05-23 00:00:00,3,0,51,50
2808,M17667,M,299.9,309.3,1452,41.9,9.46203894323173,0,0,0,0,0,0,2025-05-23 01:00:00,3,0,53,50
2809,L49988,L,299.9,309.3,1471,41.8,10.61948685528148,0,0,0,0,0,0,2025-05-23 03:00:00,3,0,50,50
2810,L49989,L,299.9,309.2,1598,34.6,12.153201890751987,0,0,0,0,0,0,2025-05-23 04:00:00,3,0,48,50
2811,L49990,L,299.8,309.1,1772,24.8,13.378484991799445,0,0,0,0,0,0,2025-05-23 05:00:00,3,0,52,50
2812,L49991,L,299.9,309.2,1761,25.6,13.908564056475457,0,0,0,0,0,0,2025-05-23 06:00:00,1,0,55,50
2813,M17672,M,300.0,309.3,1413,40.7,15.627040055546637,0,0,0,0,0,0,2025-05-23 07:00:00,1,0,45,50
2814,L49993,L,300.0,309.3,1887,22.6,16.41181904595309,0,0,0,0,0,0,2025-05-23 08:00:00,1,0,53,50
2815,L49994,L,300.0,309.3,1395,56.5,0.0,1,0,0,0,0,0,2025-05-23 09:00:00,1,60,7,50
2816,M17675,M,300.1,309.4,1569,31.6,1.762738046547894,0,0,0,0,0,0,2025-05-23 10:00:00,1,0,53,50
2817,L49996,L,300.1,309.4,1434,47.3,3.2695703810673704,0,0,0,0,0,0,2025-05-23 11:00:00,1,0,49,50
2818,L49997,L,300.2,309.5,1417,41.1,4.808772179012234,0,0,0,0,0,0,2025-05-23 12:00:00,1,0,52,50
2819,L49998,L,300.2,309.5,1729,28.4,6.100490341455664,0,0,0,0,0,0,2025-05-23 13:00:00,1,0,54,50
2820,L49999,L,300.2,309.5,1356,51.1,8.001895028651479,0,0,0,0,0,0,2025-05-23 14:00:00,2,0,49,50
2821,L50000,L,300.2,309.5,1436,48.8,8.612240059975127,0,0,0,0,0,0,2025-05-23 15:00:00,2,0,47,50
2822,M17681,M,300.3,309.6,1419,42.5,9.370909643435915,0,0,0,0,0,0,2025-05-23 16:00:00,2,0,52,50
2823,L50002,L,300.3,309.6,1593,38.1,10.980342170415408,0,0,0,0,0,0,2025-05-23 17:00:00,2,0,46,50
2824,M17683,M,300.3,309.5,1320,62.2,12.601179138048288,0,0,0,0,0,0,2025-05-23 18:00:00,2,0,50,50
2825,M17684,M,300.3,309.5,1448,42.4,14.179665273328137,0,0,0,0,0,0,2025-05-23 19:00:00,2,0,53,50
2826,L50005,L,300.3,309.4,1470,33.5,14.891947077003078,0,0,0,0,0,0,2025-05-23 20:00:00,2,0,55,50
2827,M17686,M,300.3,309.4,1612,33.1,16.795938345505743,0,0,0,0,0,0,2025-05-23 21:00:00,2,0,47,50
2828,L50007,L,300.4,309.4,1412,51.6,18.56312595230461,0,0,0,0,0,0,2025-05-23 22:00:00,3,0,45,50
2829,M17688,M,300.4,309.4,1875,23.9,19.47901357682839,0,0,0,0,0,0,2025-05-23 23:00:00,3,0,49,50
2830,L50009,L,300.3,309.3,1612,36.0,20.029332383946628,0,0,0,0,0,0,2025-05-24 00:00:00,3,0,52,50
2831,M17690,M,300.4,309.3,1411,41.6,0.0,1,0,0,0,0,0,2025-05-24 01:00:00,3,60,6,50
2832,M17691,M,300.3,309.2,1490,47.9,0.5097881156433305,0,0,0,0,0,0,2025-05-24 03:00:00,3,0,53,50
2833,M17692,M,300.4,309.3,1467,40.3,1.059927915283163,0,0,0,0,0,0,2025-05-24 04:00:00,3,0,50,50
2834,L50013,L,300.3,309.2,1807,26.4,2.432725815040225,0,0,0,0,0,0,2025-05-24 05:00:00,3,0,51,50
2835,L50014,L,300.3,309.1,1368,46.0,3.2676089166442663,0,0,0,0,0,0,2025-05-24 06:00:00,1,0,47,50
2836,L50015,L,300.3,309.2,1572,32.0,4.598696491834582,0,0,0,0,0,0,2025-05-24 07:00:00,1,0,52,50
2837,M17696,M,300.3,309.1,1458,44.3,5.263150915637362,0,0,0,0,0,0,2025-05-24 08:00:00,1,0,46,50
2838,L50017,L,300.3,309.1,1699,30.3,5.9727317661057935,0,0,0,0,0,0,2025-05-24 09:00:00,1,0,55,50
2839,L50018,L,300.3,309.3,1478,39.5,7.53403492272396,0,0,0,0,0,0,2025-05-24 10:00:00,1,0,52,50
2840,M17699,M,300.4,309.4,1362,42.1,8.303502896520158,0,0,0,0,0,0,2025-05-24 11:00:00,1,0,53,50
2841,H32254,H,300.4,309.4,1487,38.9,10.018713032638349,0,0,0,0,0,0,2025-05-24 12:00:00,1,0,50,50
2842,L50021,L,300.3,309.4,1705,29.4,11.364513580475998,0,0,0,0,0,0,2025-05-24 13:00:00,1,0,47,50
2843,L50022,L,300.3,309.3,1345,53.5,12.862422834831365,0,0,0,0,0,0,2025-05-24 14:00:00,2,0,49,50
2844,L50023,L,300.3,309.2,1532,40.2,13.562626153754557,0,0,0,0,0,0,2025-05-24 15:00:00,2,0,47,50
2845,L50024,L,300.3,309.2,1650,35.2,14.757712666961528,0,0,0,0,0,0,2025-05-24 16:00:00,2,0,53,50
2846,L50025,L,300.3,309.2,1398,54.4,0.0,1,0,0,0,0,0,2025-05-24 17:00:00,2,60,1,50
2847,L50026,L,300.3,309.2,1412,44.8,1.4935577898691301,0,0,0,0,0,0,2025-05-24 18:00:00,2,0,53,50
2848,L50027,L,300.4,309.3,1525,39.6,3.2165897256524723,0,0,0,0,0,0,2025-05-24 19:00:00,2,0,50,50
2849,M17708,M,300.3,309.3,1391,57.9,4.087398836260787,0,0,0,0,0,0,2025-05-24 20:00:00,2,0,50,50
2850,L50029,L,300.4,309.3,1766,28.2,6.02947254147636,0,0,0,0,0,0,2025-05-24 21:00:00,2,0,46,50
2851,L50030,L,300.4,309.3,1671,35.0,6.824134514310539,0,0,0,0,0,0,2025-05-24 22:00:00,3,0,52,50
2852,L50031,L,300.5,309.3,1373,48.8,8.189891954246534,0,0,0,0,0,0,2025-05-24 23:00:00,3,0,53,50
2853,M17712,M,300.5,309.4,1347,50.1,10.163760338734841,0,0,0,0,0,0,2025-05-26 00:00:00,3,0,50,50
2854,M17713,M,300.5,309.3,1539,39.1,11.230797762886445,0,0,0,0,0,0,2025-05-26 01:00:00,3,0,51,50
2855,L50034,L,300.5,309.3,1470,40.8,12.486630958073356,0,0,0,0,0,0,2025-05-26 03:00:00,3,0,45,50
2856,L50035,L,300.5,309.3,1528,37.0,13.434452847046602,0,0,0,0,0,0,2025-05-26 04:00:00,3,0,47,50
2857,H32270,H,300.5,309.3,1471,45.2,13.973066461667425,0,0,0,0,0,0,2025-05-26 05:00:00,3,0,51,50
2858,M17717,M,300.4,309.2,1528,37.2,15.597465623348569,0,0,0,0,0,0,2025-05-26 06:00:00,1,0,54,50
2859,L50038,L,300.5,309.3,1417,51.5,0.0,1,0,0,0,1,0,2025-05-26 07:00:00,1,60,0,50
2860,L50039,L,300.6,309.4,1549,43.4,1.4576826059782155,0,0,0,0,0,0,2025-05-26 08:00:00,1,0,51,50
2861,H32274,H,300.6,309.4,1463,49.2,2.6915069790103514,0,0,0,0,0,0,2025-05-26 09:00:00,1,0,50,50
2862,L50041,L,300.7,309.5,1479,43.6,3.9419537906013393,0,0,0,0,0,0,2025-05-26 10:00:00,1,0,55,50
2863,L50042,L,300.6,309.5,1867,23.0,5.265352577350345,0,0,0,0,0,0,2025-05-26 11:00:00,1,0,48,50
2864,L50043,L,300.6,309.4,1471,44.1,6.670724448034939,0,0,0,0,0,0,2025-05-26 12:00:00,1,0,53,50
2865,H32278,H,300.6,309.4,1380,47.6,7.171799736094808,0,1,0,0,0,0,2025-05-26 13:00:00,1,0,51,50
2866,H32279,H,300.7,309.7,1623,32.7,8.693175555020686,0,0,0,0,0,0,2025-05-26 14:00:00,2,0,45,50
2867,L50046,L,300.8,309.7,1997,20.7,9.249905759848739,0,0,0,0,0,0,2025-05-26 15:00:00,2,0,53,50
2868,H32281,H,300.7,309.6,1390,48.5,10.755716519607875,0,0,0,0,0,0,2025-05-26 16:00:00,2,0,49,50
2869,L50048,L,300.8,309.7,1418,46.6,11.416203411369809,0,0,0,0,0,0,2025-05-26 17:00:00,2,0,46,50
2870,L50049,L,300.8,309.7,1519,35.8,0.0,1,0,0,0,0,0,2025-05-26 18:00:00,2,60,0,50
2871,M17730,M,300.8,309.7,1519,39.7,1.122820635026496,0,0,0,0,0,0,2025-05-26 19:00:00,2,0,46,50
2872,M17731,M,300.7,309.6,1536,37.2,2.2700828147979593,0,0,0,0,0,0,2025-05-26 20:00:00,2,0,49,50
2873,L50052,L,300.8,309.6,1680,28.7,3.650052306460347,0,0,0,0,0,0,2025-05-26 21:00:00,2,0,51,50
2874,H32287,H,300.6,309.4,1555,37.9,5.508968258349744,0,0,0,0,0,0,2025-05-26 22:00:00,3,0,46,50
2875,L50054,L,300.6,309.5,1471,49.6,6.580688581401847,0,0,0,0,0,0,2025-05-26 23:00:00,3,0,54,50
2876,M17735,M,300.5,309.4,1877,23.8,7.915787043040673,0,0,0,0,0,0,2025-05-27 00:00:00,3,0,47,50
2877,M17736,M,300.5,309.3,1578,30.5,8.692116891985211,0,0,0,0,0,0,2025-05-27 01:00:00,3,0,48,50
2878,M17737,M,300.5,309.4,1655,32.1,9.334701697234058,0,0,0,0,0,0,2025-05-27 03:00:00,3,0,46,50
2879,H32292,H,300.5,309.4,1502,34.3,0.0,1,0,0,0,0,0,2025-05-27 04:00:00,3,60,4,50
2880,M17739,M,300.6,309.4,1367,63.2,0.7374293840886471,0,0,0,1,0,0,2025-05-27 05:00:00,3,0,49,50
2881,L50060,L,300.7,309.5,1541,37.2,2.5962046722368406,0,0,0,0,0,0,2025-05-27 06:00:00,1,0,53,50
2882,M17741,M,300.6,309.6,1588,37.0,3.9486833988537287,0,0,0,0,0,0,2025-05-27 07:00:00,1,0,47,50
2883,L50062,L,300.6,309.6,1684,32.8,4.646299098301675,0,0,0,0,0,0,2025-05-27 08:00:00,1,0,47,50
2884,L50063,L,300.6,309.5,1437,40.0,6.44594020264981,0,0,0,0,0,0,2025-05-27 09:00:00,1,0,48,50
2885,L50064,L,300.6,309.6,1409,42.4,7.123483544426757,0,0,0,0,0,0,2025-05-27 10:00:00,1,0,51,50
2886,M17745,M,300.5,309.5,1320,49.9,8.808873400339298,0,0,0,0,0,0,2025-05-27 11:00:00,1,0,55,50
2887,H32300,H,300.5,309.5,1635,34.2,9.51173518720905,0,0,0,0,0,0,2025-05-27 12:00:00,1,0,51,50
2888,M17747,M,300.5,309.5,1691,27.6,10.358758257009276,0,0,0,0,0,0,2025-05-27 13:00:00,1,0,55,50
2889,M17748,M,300.6,309.6,1365,50.0,11.472841953784403,0,0,0,0,0,0,2025-05-27 14:00:00,2,0,54,50
2890,M17749,M,300.7,309.7,1523,38.2,11.986643300222472,0,0,0,0,0,0,2025-05-27 15:00:00,2,0,50,50
2891,L50070,L,300.6,309.7,1593,32.4,13.048617128744715,0,0,0,0,0,0,2025-05-27 16:00:00,2,0,46,50
2892,L50071,L,300.6,309.6,1682,30.7,14.067359984209105,0,0,0,0,0,0,2025-05-27 17:00:00,2,0,51,50
2893,L50072,L,300.7,309.6,1329,54.3,15.466916604321256,0,0,0,0,0,0,2025-05-27 18:00:00,2,0,51,50
2894,M17753,M,300.7,309.6,1568,35.2,17.377186356415116,0,0,0,0,0,0,2025-05-27 19:00:00,2,0,46,50
2895,L50074,L,300.7,309.6,1733,24.8,0.0,1,0,0,0,0,0,2025-05-27 20:00:00,2,60,7,50
2896,M17755,M,300.7,309.6,1473,48.1,1.0805750179023303,0,0,0,0,0,0,2025-05-27 21:00:00,2,0,48,50
2897,M17756,M,300.7,309.5,1633,31.3,2.204559429865193,0,0,0,0,0,0,2025-05-27 22:00:00,3,0,54,50
2898,M17757,M,300.6,309.5,1530,40.2,3.5289928815242453,0,0,0,0,0,0,2025-05-27 23:00:00,3,0,50,50
2899,M17758,M,300.6,309.5,1550,40.2,5.126802761118325,0,0,0,0,0,0,2025-05-28 00:00:00,3,0,46,50
2900,L50079,L,300.6,309.4,1410,40.6,6.1017064133594445,0,0,0,0,0,0,2025-05-28 01:00:00,3,0,45,50
2901,L50080,L,300.5,309.3,1574,33.5,7.357061524964777,0,0,0,0,0,0,2025-05-28 03:00:00,3,0,48,50
2902,L50081,L,300.6,309.4,1425,40.3,8.918737492508502,0,0,0,0,0,0,2025-05-28 04:00:00,3,0,51,50
2903,M17762,M,300.6,309.4,1541,35.2,10.477824664465547,0,0,0,0,0,0,2025-05-28 05:00:00,3,0,49,50
2904,M17763,M,300.7,309.5,1733,26.7,12.305214784732998,0,0,0,0,0,0,2025-05-28 06:00:00,1,0,47,50
2905,L50084,L,300.6,309.4,2496,13.5,13.977745431382594,0,0,0,0,0,0,2025-05-28 07:00:00,1,0,45,50
